ReceiptID,WarehouseID,OrderID,TenderID,SupplierID,ReceiptDate,Level1Category,Level2Category,Level3Category,ItemCode,Remarks,UnitOfMeasure,ShapeCode,SourceCode,BatchNo,PackSize,OnHold,IsStop,ExpiryDate,PaletteID,Locator,QtyOnHand,QtyReserved,QtyAvailable,UnitCost,QtyOnHold,SalesUnit,TotalSales,PackageType,QtyPerPalette,Length_cm,Width_cm,Height_cm,Volume_cm3,TotalPallets,Weight_kg,SupplierName,SupplierAddress,Manufacturer,SupplierContact,SuppliedDate,WarehouseLocation,ProcurementFee,LPO_Number
RCPT-000452,WH-A,ORD-000452,TDR-4483,SUP-291,2024-06-08,Medical Equipment,Monitoring,Pulse Oximeter,MED-PUL-4350,Refrigerated,Vial,RECT,LOCAL,BATCH-18836,28,True,True,2025-02-16,PAL-447,LOC-A12,17,5,12,15.81,0,Carton,226.77,Plastic,56,112,44,45,221760,1,40.3,Hale-Perry,"67541 Cooper Loaf Apt. 450, Michaelfort, TN 56076",Malone-Simmons,546-228-9264,2024-06-02,Main,450.78,LPO-000452
RCPT-000453,WH-C,ORD-000453,TDR-5821,SUP-103,2024-09-03,Laboratory,Reagents,Hematology,MED-HEM-5243,Urgent,Pack,RECT,IMPORT,BATCH-72603,69,False,False,2026-05-24,PAL-527,LOC-A50,983,152,748,402.79,83,Piece,471135.83,Cardboard,82,54,98,30,158760,20,41.77,"Rangel, Turner and Brown","56578 Jessica Crescent Suite 961, Kimberlyland, AS 60920",Peck-Ballard,286-714-9452,2024-08-31,Dispatch,93.61,LPO-000453
RCPT-000454,WH-C,ORD-000454,TDR-8007,SUP-327,2024-06-02,Pharmaceuticals,Antibiotics,Amoxicillin,MED-AMO-2241,Fragile,Piece,CYL,IMPORT,BATCH-39142,92,False,False,2026-12-26,PAL-149,LOC-B45,413,62,334,476.47,17,Carton,176920.0,Cardboard,38,76,95,25,180500,8,10.67,"Perry, Gibson and Morales","980 Marie Road, Brianfort, NE 24182","Carroll, Heath and Patterson",4369195727,2024-05-30,Quarantine,266.92,LPO-000454
RCPT-000455,WH-A,ORD-000455,TDR-3663,SUP-666,2024-02-23,Consumables,Syringes,5ml,MED-5ML-9312,Refrigerated,Bottle,IRR,IMPORT,BATCH-20259,5,False,True,2026-03-30,PAL-240,LOC-C20,500,31,467,133.66,2,Piece,62912.5,Wooden,24,149,93,13,180141,16,17.37,Clark Ltd,"34751 Lauren Tunnel, Jenkinstown, ID 22003",Finley Ltd,576-805-0964x521,2024-02-20,Quarantine,30.86,LPO-000455
RCPT-000456,WH-B,ORD-000456,TDR-5332,SUP-534,2024-07-05,Consumables,Gloves,Latex,MED-LAT-5391,Refrigerated,Piece,SQR,DONATION,BATCH-38540,69,True,False,2025-08-19,PAL-892,LOC-B32,442,80,275,285.58,87,Carton,145236.69,Wooden,43,108,29,37,115884,4,20.21,Hayes and Sons,"869 Tanya Overpass, Calderonville, WV 56374","Ingram, Harris and Delacruz",+1-588-474-8978x408,2024-06-30,Cold Storage,184.17,LPO-000456
RCPT-000457,WH-A,ORD-000457,TDR-8851,SUP-166,2025-02-07,Consumables,Syringes,5ml,MED-5ML-5218,Urgent,Box,CYL,IMPORT,BATCH-58013,54,True,False,2026-09-09,PAL-863,LOC-B33,393,93,288,145.72,12,Carton,61769.86,Plastic,60,149,57,25,212325,20,32.08,"Williams, Simmons and Williams","3769 Rojas Summit Apt. 222, Jameshaven, KY 07274",Stevenson PLC,8563201491,2025-02-01,Dispatch,49.73,LPO-000457
RCPT-000458,WH-A,ORD-000458,TDR-1347,SUP-514,2024-09-27,Laboratory,Reagents,Immunology,MED-IMM-7569,Fragile,Bottle,CYL,IMPORT,BATCH-95917,76,False,False,2027-08-08,PAL-608,LOC-A29,320,60,242,244.89,18,Piece,76445.3,Wooden,20,90,94,40,338400,17,41.42,Long-Lam,"88207 Angela Lock Apt. 774, North Amanda, AL 17885",Morrison PLC,502.928.3469,2024-09-23,Cold Storage,385.74,LPO-000458
RCPT-000459,WH-B,ORD-000459,TDR-4549,SUP-441,2025-12-05,Medical Equipment,Monitoring,Pulse Oximeter,MED-PUL-9881,Priority,Bottle,CYL,DONATION,BATCH-64508,76,False,True,2027-04-26,PAL-572,LOC-B19,298,19,277,192.2,2,Carton,66906.98,Plastic,46,173,92,41,652556,2,4.06,Garcia and Sons,"2760 Jonathan Station, North Christinaton, MI 58107","Osborne, Phillips and Perkins",+1-883-906-4759x224,2025-11-28,Dispatch,221.59,LPO-000459
RCPT-000460,WH-B,ORD-000460,TDR-7962,SUP-852,2024-01-15,Consumables,Bandages,Elastic,MED-ELA-1707,Fragile,Vial,SQR,LOCAL,BATCH-62710,99,True,False,2026-10-30,PAL-364,LOC-B43,230,24,176,235.09,30,Carton,49839.11,Plastic,87,38,50,49,93100,8,40.06,Jones and Sons,"341 Barrera Springs, Lake Jackside, NE 19378",Jones-Jacobs,(819)334-3220x9961,2024-01-13,Main,21.62,LPO-000460
RCPT-000461,WH-B,ORD-000461,TDR-4572,SUP-533,2025-03-27,Consumables,Gloves,Latex,MED-LAT-5969,Refrigerated,Piece,SQR,IMPORT,BATCH-75494,88,True,True,2026-01-27,PAL-468,LOC-B46,647,27,493,287.26,127,Carton,170123.34,Wooden,56,168,30,50,252000,2,37.1,"Ross, Harvey and West","79536 Bridget Fields Suite 939, Brianville, FM 37598",Barber Inc,784-555-5038x995,2025-03-26,Dispatch,452.25,LPO-000461
RCPT-000462,WH-B,ORD-000462,TDR-9384,SUP-842,2025-09-01,Medical Equipment,Therapeutic,Nebulizer,MED-NEB-7998,Priority,Piece,SQR,DONATION,BATCH-25815,57,True,True,2028-03-20,PAL-416,LOC-B50,56,11,40,135.29,5,Piece,6526.15,Cardboard,33,105,21,39,85995,19,38.09,"Perez, Livingston and Williams","419 Ortiz Inlet Apt. 257, Caseland, IA 04894",Mcdonald-Mcgrath,(699)891-3786,2025-08-28,Quarantine,444.86,LPO-000462
RCPT-000463,WH-A,ORD-000463,TDR-8435,SUP-132,2024-01-09,Medical Equipment,Therapeutic,Oxygen Concentrator,MED-OXY-8363,Priority,Box,IRR,IMPORT,BATCH-38322,70,False,False,2026-10-03,PAL-120,LOC-A40,967,210,684,452.5,73,Box,403689.58,Plastic,67,62,26,41,66092,5,8.91,"Cohen, Ellison and Watson","1583 Klein View, Port Sarahstad, ID 89036",West Ltd,464.705.7509x827,2024-01-04,Cold Storage,476.74,LPO-000463
RCPT-000464,WH-A,ORD-000464,TDR-4041,SUP-143,2024-06-28,Laboratory,Test Kits,HIV,MED-HIV-9637,Refrigerated,Box,CYL,IMPORT,BATCH-77272,44,True,True,2025-09-25,PAL-852,LOC-C49,336,42,231,469.57,63,Carton,131059.59,Cardboard,84,185,10,24,44400,18,7.9,Wallace PLC,"60016 Costa Trail, North Erica, RI 29548",Robinson-Fernandez,(579)753-9719,2024-06-25,Main,145.09,LPO-000464
RCPT-000465,WH-C,ORD-000465,TDR-2907,SUP-219,2025-05-12,Pharmaceuticals,Vaccines,Influenza,MED-INF-4743,,Vial,SQR,IMPORT,BATCH-78090,60,False,True,2027-05-06,PAL-565,LOC-A7,787,26,730,285.24,31,Piece,230547.49,Cardboard,47,53,99,19,99693,3,40.7,"Kelley, Blevins and Watson","021 Eric Crossroad Apt. 724, Farrellside, CO 39647","Kirby, Cooper and Cole",001-272-953-3560x547,2025-05-10,Quarantine,19.58,LPO-000465
RCPT-000466,WH-A,ORD-000466,TDR-1094,SUP-618,2024-12-20,Medical Equipment,Therapeutic,Oxygen Concentrator,MED-OXY-4488,Refrigerated,Pack,SQR,DONATION,BATCH-19868,81,False,False,2027-08-19,PAL-518,LOC-A36,436,67,296,483.08,73,Piece,178053.71,Plastic,56,45,35,18,28350,2,47.56,Ritter LLC,"Unit 9917 Box 0563, DPO AA 98603","Mccarthy, Williamson and Figueroa",779.576.4628x68140,2024-12-19,Cold Storage,113.51,LPO-000466
RCPT-000467,WH-C,ORD-000467,TDR-8240,SUP-595,2025-01-27,Pharmaceuticals,Antivirals,Acyclovir,MED-ACY-8496,Fragile,Box,IRR,LOCAL,BATCH-77612,71,False,True,2026-01-04,PAL-655,LOC-B12,826,154,567,316.78,105,Piece,265015.92,Plastic,96,191,91,16,278096,7,3.97,Rasmussen-Harrison,"067 Alexa Mission Apt. 633, Dawnchester, MD 47009",Liu PLC,659.291.3515x2047,2025-01-21,Quarantine,348.9,LPO-000467
RCPT-000468,WH-A,ORD-000468,TDR-3071,SUP-486,2025-02-25,Medical Equipment,Diagnostic,BP Monitor,MED-BP -6914,Urgent,Pack,IRR,DONATION,BATCH-10630,17,True,True,2026-05-20,PAL-540,LOC-A32,858,23,717,477.58,118,Box,484420.71,Cardboard,70,148,11,13,21164,1,16.97,Walker-Dominguez,"4680 Shelia Trail Apt. 513, Lake Nancy, NE 90045",Hicks and Sons,776-238-3208,2025-02-22,Dispatch,54.59,LPO-000468
RCPT-000469,WH-B,ORD-000469,TDR-9982,SUP-213,2024-03-30,Laboratory,Test Kits,HIV,MED-HIV-9698,Refrigerated,Box,SQR,DONATION,BATCH-25879,82,False,False,2026-05-29,PAL-792,LOC-B45,774,171,556,192.85,47,Carton,159287.44,Plastic,24,102,70,7,49980,3,7.86,Mason-Hernandez,"6345 Morales Passage, Lake Markside, OK 85322",Martin-Washington,980-382-8386,2024-03-24,Dispatch,363.74,LPO-000469
RCPT-000470,WH-A,ORD-000470,TDR-7223,SUP-575,2025-02-12,Laboratory,Specimen Containers,Urine,MED-URI-1519,Refrigerated,Bottle,IRR,LOCAL,BATCH-31982,9,True,True,2025-10-19,PAL-537,LOC-B11,950,88,790,231.21,72,Box,202776.91,Cardboard,39,49,66,5,16170,1,12.47,Peterson LLC,"USS Harper, FPO AA 03475","Edwards, Johnson and Martin",397.324.0243x1322,2025-02-07,Dispatch,64.9,LPO-000470
RCPT-000471,WH-B,ORD-000471,TDR-1258,SUP-895,2025-08-13,Consumables,Gloves,Vinyl,MED-VIN-9672,Fragile,Box,SQR,IMPORT,BATCH-35636,80,True,True,2028-03-26,PAL-737,LOC-B3,417,16,359,12.03,42,Piece,5409.53,Plastic,70,162,80,29,375840,19,21.35,Odonnell Ltd,"14022 Shannon Falls, Hillland, RI 80983","Wood, Lewis and Walker",929-410-7352x1646,2025-08-08,Dispatch,265.24,LPO-000471
RCPT-000472,WH-C,ORD-000472,TDR-7999,SUP-863,2024-05-15,Pharmaceuticals,Vaccines,COVID-19,MED-COV-8397,Urgent,Box,CYL,IMPORT,BATCH-74470,69,True,False,2025-06-19,PAL-946,LOC-B20,621,77,490,38.25,54,Piece,28133.9,Plastic,44,169,75,46,583050,16,17.17,Underwood Group,"93604 Sean Keys, Brownview, SD 99422",Smith-Vargas,7078755713,2024-05-14,Quarantine,303.44,LPO-000472
RCPT-000473,WH-B,ORD-000473,TDR-7082,SUP-528,2025-07-20,Pharmaceuticals,Vaccines,COVID-19,MED-COV-1061,Fragile,Bottle,SQR,IMPORT,BATCH-88793,81,True,False,2026-12-25,PAL-924,LOC-C34,749,111,621,428.34,17,Carton,275875.25,Wooden,35,169,70,39,461370,6,40.0,"Elliott, Clark and Rivas","994 Charles Court, Boothburgh, OR 20526","Sexton, Gomez and Carey",+1-727-355-2336x5857,2025-07-13,Main,232.8,LPO-000473
RCPT-000474,WH-B,ORD-000474,TDR-9148,SUP-745,2024-12-19,Laboratory,Test Kits,HIV,MED-HIV-5919,Fragile,Pack,CYL,DONATION,BATCH-81414,94,False,True,2025-07-16,PAL-958,LOC-A41,598,2,483,7.92,113,Box,5057.94,Wooden,48,190,43,6,49020,3,39.85,"Morgan, Nelson and Jones","817 John Glens, Gordonville, AS 09288","Glenn, Johnson and Martinez",(744)760-3904x37987,2024-12-12,Dispatch,462.52,LPO-000474
RCPT-000475,WH-B,ORD-000475,TDR-3721,SUP-382,2025-09-17,Medical Equipment,Monitoring,Pulse Oximeter,MED-PUL-4697,Fragile,Pack,SQR,LOCAL,BATCH-41032,3,True,True,2027-05-03,PAL-666,LOC-B39,24,4,17,278.96,3,Carton,6864.47,Plastic,80,123,89,33,361251,12,45.7,Kelley Ltd,"Unit 0880 Box 1823, DPO AP 78087",Jenkins Group,689.302.0073,2025-09-12,Quarantine,166.25,LPO-000475
RCPT-000476,WH-A,ORD-000476,TDR-1448,SUP-401,2024-04-28,Laboratory,Specimen Containers,Stool,MED-STO-5734,Priority,Box,IRR,DONATION,BATCH-74225,85,True,False,2025-11-26,PAL-373,LOC-C45,441,97,281,473.83,63,Box,187473.0,Plastic,100,17,42,45,32130,8,46.37,Barr Inc,"919 Madison Estate, Lake Andrewchester, MI 48839",Joyce-Porter,(778)698-8082x5016,2024-04-25,Cold Storage,173.95,LPO-000476
RCPT-000477,WH-B,ORD-000477,TDR-5257,SUP-803,2024-01-19,Medical Equipment,Therapeutic,Nebulizer,MED-NEB-8432,Priority,Vial,IRR,IMPORT,BATCH-19177,18,True,True,2025-07-02,PAL-861,LOC-B43,224,21,179,214.07,24,Box,44128.02,Wooden,59,20,96,24,46080,4,27.65,Washington-Haas,"2331 Porter Mission, Millerbury, NV 92896",Powell-Sparks,382.398.0029x494,2024-01-17,Quarantine,220.29,LPO-000477
RCPT-000478,WH-A,ORD-000478,TDR-2976,SUP-331,2025-04-18,Consumables,Bandages,Elastic,MED-ELA-3350,Urgent,Box,RECT,LOCAL,BATCH-94929,54,False,False,2026-05-09,PAL-482,LOC-B7,161,13,127,319.23,21,Carton,47422.93,Cardboard,35,44,56,5,12320,5,16.34,Norris-Brown,"6037 David Ramp, Joshuafort, ID 57212","Stevens, Schneider and Jones",6505026455,2025-04-14,Dispatch,30.66,LPO-000478
RCPT-000479,WH-A,ORD-000479,TDR-7685,SUP-693,2024-06-01,Consumables,Syringes,1ml,MED-1ML-4723,Refrigerated,Bottle,IRR,IMPORT,BATCH-73922,50,True,True,2026-02-18,PAL-884,LOC-C21,554,33,484,243.15,37,Carton,150633.69,Plastic,93,177,90,25,398250,10,42.74,"Richards, Jenkins and Baker","Unit 0773 Box 3229, DPO AP 33268","Booker, Baldwin and Miranda",001-375-301-1762x11057,2024-05-29,Main,394.06,LPO-000479
RCPT-000480,WH-C,ORD-000480,TDR-1722,SUP-481,2025-09-22,Medical Equipment,Diagnostic,BP Monitor,MED-BP -8934,Urgent,Pack,RECT,LOCAL,BATCH-40713,58,True,True,2028-06-11,PAL-692,LOC-C40,778,85,607,173.27,86,Piece,117134.54,Plastic,83,136,26,12,42432,17,20.21,Young and Sons,"05857 Marquez Expressway, Robertshire, GA 87284",Gray and Sons,939.661.7685x14083,2025-09-21,Cold Storage,365.72,LPO-000480
RCPT-000481,WH-B,ORD-000481,TDR-6261,SUP-554,2024-08-26,Laboratory,Test Kits,COVID-19,MED-COV-2622,Urgent,Vial,SQR,LOCAL,BATCH-25455,77,False,True,2027-05-26,PAL-642,LOC-C9,649,59,559,428.23,31,Piece,323165.64,Cardboard,63,150,25,6,22500,12,40.49,"Barber, Jenkins and Robertson","83097 Tyler Cove Suite 506, North Ricky, ND 20328",Jordan-Obrien,(543)550-0495x719,2024-08-23,Cold Storage,434.81,LPO-000481
RCPT-000482,WH-C,ORD-000482,TDR-5909,SUP-450,2025-02-19,Pharmaceuticals,Analgesics,Aspirin,MED-ASP-6360,Fragile,Box,SQR,LOCAL,BATCH-77023,71,True,False,2026-03-18,PAL-903,LOC-C31,558,138,416,240.24,4,Carton,114763.98,Plastic,65,194,19,33,121638,16,36.86,Rose Ltd,"75540 Braun Spurs Suite 877, New Ashleyton, AK 00569","Mcconnell, Barton and Reed",658-272-5890x21389,2025-02-13,Cold Storage,118.41,LPO-000482
RCPT-000483,WH-C,ORD-000483,TDR-1636,SUP-922,2025-01-25,Consumables,Masks,N95,MED-N95-5011,Priority,Pack,CYL,IMPORT,BATCH-71179,93,True,True,2026-06-14,PAL-597,LOC-B15,836,91,595,462.05,150,Piece,455956.47,Plastic,81,96,89,34,290496,9,28.23,"Romero, Phillips and Blair","0550 Ann Parkway, Seanborough, MO 62582",Hayes-Blankenship,6417444497,2025-01-19,Dispatch,447.54,LPO-000483
RCPT-000484,WH-C,ORD-000484,TDR-1201,SUP-946,2025-05-27,Medical Equipment,Therapeutic,Oxygen Concentrator,MED-OXY-7442,Refrigerated,Piece,SQR,LOCAL,BATCH-47223,1,True,False,2027-11-18,PAL-176,LOC-C41,977,209,690,190.32,78,Carton,180490.58,Cardboard,77,86,55,38,179740,8,16.0,Gross Ltd,"94997 Lisa Harbor, Jameshaven, RI 84497",Dudley-Warner,558.350.8447x52992,2025-05-23,Quarantine,22.25,LPO-000484
RCPT-000485,WH-C,ORD-000485,TDR-4058,SUP-697,2024-09-15,Pharmaceuticals,Antivirals,Acyclovir,MED-ACY-8738,Fragile,Box,SQR,DONATION,BATCH-95623,54,True,True,2026-06-10,PAL-105,LOC-A20,799,230,472,108.03,97,Box,74909.34,Plastic,21,121,82,38,377036,4,8.35,"Randall, Rose and Jacobs","145 Matthew Plains, Port Frank, HI 92523","Long, Henderson and Jones",001-288-669-5466x985,2024-09-10,Quarantine,202.34,LPO-000485
RCPT-000486,WH-C,ORD-000486,TDR-1192,SUP-204,2024-03-26,Pharmaceuticals,Antibiotics,Azithromycin,MED-AZI-3735,Priority,Bottle,SQR,LOCAL,BATCH-92942,34,False,True,2026-02-04,PAL-763,LOC-B33,394,56,313,304.3,25,Carton,118098.16,Wooden,89,72,100,8,57600,2,3.99,"Hughes, Rich and Munoz","85165 Ivan Way, Schroederfort, SD 82149",Williams Group,366-391-6844,2024-03-24,Main,99.64,LPO-000486
RCPT-000487,WH-C,ORD-000487,TDR-6406,SUP-513,2025-06-21,Pharmaceuticals,Vaccines,Influenza,MED-INF-8642,Fragile,Box,IRR,LOCAL,BATCH-54546,54,True,True,2028-05-30,PAL-606,LOC-C50,939,114,787,363.7,38,Box,283747.14,Wooden,26,75,93,30,209250,13,6.03,Hudson-Cummings,"8064 Kerr Canyon, Port Annetteside, MA 20561",Harris-Summers,+1-212-486-8809x19358,2025-06-16,Quarantine,297.98,LPO-000487
RCPT-000488,WH-A,ORD-000488,TDR-8991,SUP-430,2025-12-27,Consumables,Bandages,Crepe,MED-CRE-8129,Fragile,Pack,IRR,DONATION,BATCH-90186,20,False,False,2028-06-20,PAL-997,LOC-B35,793,11,671,43.34,111,Box,27507.2,Cardboard,32,197,59,30,348690,17,4.05,"Perez, Boyle and Ross","530 Luis Route Suite 731, East Megan, WV 72976","King, Watson and Hernandez",+1-706-499-8440x8599,2025-12-23,Quarantine,208.6,LPO-000488
RCPT-000489,WH-A,ORD-000489,TDR-6790,SUP-439,2024-11-14,Laboratory,Specimen Containers,Urine,MED-URI-9906,Urgent,Vial,IRR,DONATION,BATCH-89613,49,False,True,2026-09-21,PAL-568,LOC-C50,373,4,315,250.6,54,Carton,104058.66,Wooden,11,23,40,29,26680,6,21.87,Allen Ltd,"00600 Fisher Highway, Robertsburgh, MI 62277",Taylor Group,001-831-706-4113x480,2024-11-13,Cold Storage,65.26,LPO-000489
RCPT-000490,WH-A,ORD-000490,TDR-8406,SUP-823,2025-03-28,Consumables,Syringes,10ml,MED-10M-8291,,Pack,IRR,IMPORT,BATCH-22018,13,True,False,2026-02-18,PAL-376,LOC-C17,658,37,611,426.39,10,Piece,298803.68,Cardboard,63,194,96,27,502848,18,11.54,Kelly LLC,"886 Martin Meadows, North Stacyhaven, PR 17847","Walls, Thompson and Morris",+1-693-876-5996,2025-03-27,Cold Storage,115.59,LPO-000490
RCPT-000491,WH-C,ORD-000491,TDR-5235,SUP-562,2024-08-01,Pharmaceuticals,Antivirals,Acyclovir,MED-ACY-4707,Priority,Box,CYL,DONATION,BATCH-25658,11,False,False,2026-12-07,PAL-852,LOC-C24,429,123,305,308.47,1,Carton,145165.69,Wooden,49,195,64,20,249600,11,36.54,Skinner-Robles,"23269 Brandon Views Apt. 897, Lopezshire, TX 37027",Brown-Ramirez,+1-426-849-6628,2024-07-26,Cold Storage,348.14,LPO-000491
RCPT-000492,WH-C,ORD-000492,TDR-2197,SUP-142,2025-04-13,Pharmaceuticals,Antivirals,Oseltamivir,MED-OSE-6037,Priority,Box,IRR,LOCAL,BATCH-41095,29,False,True,2027-08-31,PAL-512,LOC-B26,197,36,133,124.16,28,Piece,22962.16,Wooden,43,48,65,18,56160,6,0.1,Smith and Sons,"PSC 3256, Box 0508, APO AE 84111",Morales-Robbins,+1-500-816-3575x95569,2025-04-12,Main,354.88,LPO-000492
RCPT-000493,WH-B,ORD-000493,TDR-2740,SUP-462,2025-02-25,Consumables,Masks,N95,MED-N95-9539,Priority,Piece,IRR,LOCAL,BATCH-64388,39,False,False,2025-09-28,PAL-797,LOC-B29,47,11,29,282.57,7,Box,10845.49,Plastic,49,71,36,24,61344,18,31.55,Hall Ltd,"600 Dickerson Brooks Apt. 138, Summerton, KS 19322",Walker-Lowe,5316386215,2025-02-19,Cold Storage,10.95,LPO-000493
RCPT-000494,WH-C,ORD-000494,TDR-3645,SUP-522,2025-04-27,Medical Equipment,Monitoring,Glucometer,MED-GLU-2185,Refrigerated,Vial,SQR,DONATION,BATCH-30201,100,True,True,2027-05-22,PAL-480,LOC-B5,579,115,399,160.52,65,Box,82378.24,Cardboard,87,186,87,15,242730,19,7.25,"Quinn, Williams and Hamilton","USNS Gonzales, FPO AP 40605","Salas, Smith and Gomez",+1-529-460-1182x171,2025-04-23,Dispatch,58.98,LPO-000494
RCPT-000495,WH-B,ORD-000495,TDR-1461,SUP-812,2025-07-26,Consumables,Bandages,Crepe,MED-CRE-1312,Priority,Box,IRR,IMPORT,BATCH-33944,42,True,False,2027-08-26,PAL-387,LOC-A9,671,167,448,201.55,56,Box,150332.74,Wooden,67,14,91,15,19110,2,4.7,"Cummings, Howe and Middleton","539 Carly Courts, East Dianeburgh, PA 17570","Gonzalez, Simon and David",+1-363-402-7161,2025-07-22,Main,367.4,LPO-000495
RCPT-000496,WH-C,ORD-000496,TDR-8884,SUP-908,2024-12-21,Laboratory,Test Kits,Malaria,MED-MAL-6686,Refrigerated,Piece,RECT,LOCAL,BATCH-60094,31,False,True,2027-02-17,PAL-808,LOC-B35,938,47,751,200.78,140,Piece,183743.41,Wooden,59,65,25,36,58500,12,48.67,Murphy-Spears,"83467 Jennings Spurs Apt. 707, Shanemouth, CA 70513",Anderson-Miles,001-324-873-5101x54942,2024-12-15,Quarantine,233.69,LPO-000496
RCPT-000497,WH-A,ORD-000497,TDR-1774,SUP-307,2024-02-02,Pharmaceuticals,Antibiotics,Amoxicillin,MED-AMO-3733,Refrigerated,Vial,SQR,LOCAL,BATCH-71428,39,False,False,2025-12-21,PAL-137,LOC-B3,346,102,190,177.63,54,Carton,52761.54,Cardboard,20,34,87,28,82824,16,0.98,Potter Group,"6165 Katherine Meadows Apt. 024, Medinaton, AK 49571","Smith, Smith and Miller",(523)876-4060x078,2024-01-28,Dispatch,105.84,LPO-000497
RCPT-000498,WH-A,ORD-000498,TDR-6486,SUP-950,2024-11-15,Laboratory,Reagents,Immunology,MED-IMM-2657,Refrigerated,Vial,SQR,DONATION,BATCH-88108,88,False,False,2026-04-01,PAL-714,LOC-A36,17,1,16,207.03,0,Piece,2839.66,Plastic,75,144,42,20,120960,10,15.94,Cisneros LLC,"03879 Scott Motorway Apt. 837, Gutierrezborough, UT 14575",Thompson PLC,528-482-0966x05936,2024-11-09,Cold Storage,62.09,LPO-000498
RCPT-000499,WH-C,ORD-000499,TDR-5057,SUP-598,2024-03-29,Laboratory,Test Kits,HIV,MED-HIV-7102,Refrigerated,Pack,SQR,IMPORT,BATCH-59163,50,False,False,2025-12-02,PAL-925,LOC-B35,67,8,57,238.93,2,Box,16262.47,Plastic,65,72,55,17,67320,16,47.67,"Miller, Barron and Parsons","250 Gary Point, Johnborough, KS 89941","Reed, Hall and Taylor",(692)289-7857x442,2024-03-28,Cold Storage,238.01,LPO-000499
RCPT-000500,WH-A,ORD-000500,TDR-1865,SUP-984,2024-02-26,Pharmaceuticals,Analgesics,Ibuprofen,MED-IBU-2868,Refrigerated,Pack,CYL,DONATION,BATCH-30058,79,True,True,2026-03-03,PAL-765,LOC-B28,292,63,171,242.89,58,Piece,60721.57,Wooden,69,82,95,30,233700,11,36.84,Stewart-Shaw,"121 Krueger Hollow Apt. 782, Michaelfurt, OH 49437",Howard-Velez,205.377.8758,2024-02-22,Quarantine,239.29,LPO-000500
RCPT-000501,WH-B,ORD-000501,TDR-7399,SUP-818,2024-08-14,Laboratory,Reagents,Immunology,MED-IMM-3787,Refrigerated,Box,IRR,IMPORT,BATCH-73893,31,False,False,2026-05-22,PAL-740,LOC-B1,865,42,785,263.15,38,Box,260586.6,Plastic,70,58,62,23,82708,2,7.96,Bailey-Parks,"Unit 2059 Box 7281, DPO AP 42865","Barrett, Lowery and Burton",(580)448-5373x9642,2024-08-08,Cold Storage,195.11,LPO-000501
RCPT-000502,WH-A,ORD-000502,TDR-5485,SUP-615,2024-11-01,Laboratory,Reagents,Biochemical,MED-BIO-1291,Refrigerated,Piece,SQR,DONATION,BATCH-77072,9,False,False,2025-10-29,PAL-139,LOC-C34,622,138,365,36.47,119,Carton,23559.5,Wooden,25,105,32,12,40320,15,14.58,Preston-Williams,"455 William Square Apt. 683, Williamsmouth, PA 29160",Cox Ltd,001-681-813-3264x78078,2024-10-27,Cold Storage,412.46,LPO-000502
RCPT-000503,WH-B,ORD-000503,TDR-9216,SUP-360,2024-04-06,Consumables,Syringes,1ml,MED-1ML-4681,,Vial,IRR,LOCAL,BATCH-54238,61,False,False,2026-06-14,PAL-871,LOC-C11,581,16,467,76.62,98,Piece,52064.47,Plastic,54,68,27,38,69768,19,42.48,Schaefer-Porter,"8062 Thomas Grove Suite 597, Orrchester, MI 50625",Harris-Burch,(352)555-4363x33570,2024-04-04,Dispatch,171.11,LPO-000503
RCPT-000504,WH-C,ORD-000504,TDR-6327,SUP-945,2025-04-27,Pharmaceuticals,Antivirals,Oseltamivir,MED-OSE-8824,Urgent,Box,CYL,LOCAL,BATCH-49158,52,False,True,2026-04-17,PAL-511,LOC-B22,196,23,141,255.22,32,Carton,41945.28,Plastic,82,145,91,20,263900,2,17.08,Murray Inc,"USNS Wood, FPO AA 22095",Griffith and Sons,001-880-203-5425x98376,2025-04-25,Dispatch,471.21,LPO-000504
RCPT-000505,WH-B,ORD-000505,TDR-1450,SUP-535,2025-09-20,Consumables,Syringes,10ml,MED-10M-9966,Urgent,Piece,IRR,LOCAL,BATCH-42402,25,True,False,2027-10-27,PAL-501,LOC-A30,268,22,207,357.89,39,Carton,100497.22,Wooden,10,77,53,47,191807,11,2.75,Harris Group,"521 Daniels Ridge, Haroldside, LA 67918","Rodriguez, Sanchez and Johnston",001-382-728-8418x17648,2025-09-15,Quarantine,85.98,LPO-000505
RCPT-000506,WH-B,ORD-000506,TDR-3865,SUP-784,2024-09-26,Pharmaceuticals,Antivirals,Oseltamivir,MED-OSE-4025,Fragile,Bottle,IRR,DONATION,BATCH-27028,52,False,False,2026-11-22,PAL-552,LOC-B50,840,74,743,189.85,23,Carton,131556.31,Plastic,64,93,23,43,91977,19,29.82,"Gibson, Payne and Bell","702 Ward Junctions, Davidsonberg, MT 61558","Thomas, Collins and Haley",(278)854-2920,2024-09-20,Quarantine,91.06,LPO-000506
